position,track name,artist,streams,region,date,spotify_id
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
NA,NA,NA,NA,cy,2017-01-20,NA
position,track name,artist,streams,region,date,spotify_id
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
NA,NA,NA,NA,cy,2017-01-27,NA
position,track name,artist,streams,region,date,spotify_id
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
NA,NA,NA,NA,cy,2017-02-03,NA
